BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
00015215                        ,3635            ,18-DEC-18,00081072                        ,      1.99,         1,SOUTH  ,        50,2018
00015223                        ,0986            ,18-DEC-18,00089820                        ,       .98,         2,EAST   ,        50,2018
00015228                        ,2780            ,18-DEC-18,00101388                        ,      3.99,         1,WEST   ,        50,2018
00015232                        ,3267            ,18-DEC-18,00761737                        ,      3.56,         4,SOUTH  ,        50,2018
00015236                        ,2319            ,18-DEC-18,05679859                        ,     10.23,         1,WEST   ,        50,2018
00015242                        ,3214            ,18-DEC-18,00085041                        ,      1.25,         1,SOUTH  ,        50,2018
00015255                        ,3977            ,18-DEC-18,00008512                        ,      4.69,         1,EAST   ,        50,2018
00015269                        ,2617            ,18-DEC-18,04871223                        ,      2.99,         1,WEST   ,        50,2018
00015286                        ,4836            ,19-DEC-18,00137301                        ,       1.5,         1,SOUTH  ,        50,2018
00015290                        ,2436            ,19-DEC-18,06427578                        ,      3.49,         1,WEST   ,        50,2018
00015296                        ,4005            ,19-DEC-18,05040614                        ,      1.19,         1,WEST   ,        50,2018
00015336                        ,1809            ,19-DEC-18,00077076                        ,      5.99,         1,SOUTH  ,        50,2018
00015338                        ,1120            ,19-DEC-18,00124625                        ,      3.33,         2,EAST   ,        50,2018
00015343                        ,1895            ,18-DEC-18,00551287                        ,      1.79,         1,EAST   ,        50,2018
00015344                        ,1895            ,18-DEC-18,00094202                        ,       .59,         1,EAST   ,        50,2018
00015346                        ,3969            ,18-DEC-18,00085383                        ,      1.25,         1,SOUTH  ,        50,2018
00015346                        ,3969            ,18-DEC-18,00008481                        ,      4.64,         1,SOUTH  ,        50,2018
00015350                        ,4453            ,18-DEC-18,05086758                        ,      4.58,         2,SOUTH  ,        50,2018
00015352                        ,0789            ,18-DEC-18,00766872                        ,      2.49,         1,CENTRAL,        50,2018
00015353                        ,4414            ,18-DEC-18,04934182                        ,      2.59,         1,CENTRAL,        50,2018
00015379                        ,2756            ,18-DEC-18,02803693                        ,      5.99,         1,CENTRAL,        50,2018
00015379                        ,2756            ,18-DEC-18,00951694                        ,     15.96,         4,CENTRAL,        50,2018
00015381                        ,0992            ,18-DEC-18,00124571                        ,      1.89,         1,EAST   ,        50,2018
00015384                        ,1495            ,18-DEC-18,00101761                        ,      4.49,         1,CENTRAL,        50,2018
00015389                        ,4897            ,18-DEC-18,00088366                        ,      4.29,         1,SOUTH  ,        50,2018
00015394                        ,0060            ,18-DEC-18,00125868                        ,      2.75,         1,EAST   ,        50,2018
00015413                        ,3163            ,19-DEC-18,04625932                        ,      2.49,         1,SOUTH  ,        50,2018
00015414                        ,0172            ,19-DEC-18,03302314                        ,       2.5,         1,EAST   ,        50,2018
00015417                        ,3214            ,19-DEC-18,06857538                        ,      6.58,         2,SOUTH  ,        50,2018
00015421                        ,0308            ,19-DEC-18,00767425                        ,       1.2,         2,EAST   ,        50,2018
00015431                        ,0151            ,19-DEC-18,05791542                        ,      1.77,         1,EAST   ,        50,2018
00015431                        ,0151            ,19-DEC-18,04718684                        ,      2.99,         1,EAST   ,        50,2018
00015437                        ,1618            ,19-DEC-18,00009059                        ,       .46,         1,WEST   ,        50,2018
00015443                        ,1245            ,19-DEC-18,06573452                        ,      7.64,         1,EAST   ,        50,2018
00015443                        ,1245            ,19-DEC-18,06761839                        ,      9.99,         1,EAST   ,        50,2018
00015450                        ,3014            ,19-DEC-18,00513290                        ,      2.99,         1,SOUTH  ,        50,2018
00015454                        ,0183            ,19-DEC-18,06918712                        ,     14.87,         3,EAST   ,        50,2018
00015480                        ,4987            ,20-DEC-18,05595520                        ,      4.99,         1,CENTRAL,        50,2018
00015481                        ,0789            ,20-DEC-18,04945887                        ,         2,         1,CENTRAL,        50,2018
00015481                        ,0789            ,20-DEC-18,05347222                        ,      1.77,         1,CENTRAL,        50,2018
00015492                        ,1122            ,20-DEC-18,00099095                        ,      1.39,         1,EAST   ,        50,2018
00015493                        ,0575            ,20-DEC-18,00098549                        ,       .79,         1,CENTRAL,        50,2018
00015494                        ,0514            ,20-DEC-18,01445009                        ,      4.29,         1,CENTRAL,        50,2018
00015500                        ,0605            ,20-DEC-18,06185967                        ,     10.99,         1,CENTRAL,        50,2018
00015504                        ,4420            ,20-DEC-18,00096760                        ,      4.58,         2,EAST   ,        50,2018
00015507                        ,4603            ,20-DEC-18,00787532                        ,      4.29,         1,WEST   ,        50,2018
00015513                        ,3635            ,20-DEC-18,00085675                        ,      1.59,         1,SOUTH  ,        50,2018
00015513                        ,3635            ,20-DEC-18,06958822                        ,     14.99,         1,SOUTH  ,        50,2018
00015522                        ,3314            ,20-DEC-18,03740394                        ,         2,         2,SOUTH  ,        50,2018
00015527                        ,4264            ,20-DEC-18,00008507                        ,       .65,         1,EAST   ,        50,2018
00015538                        ,2780            ,20-DEC-18,05538952                        ,      1.49,         1,WEST   ,        50,2018
00015538                        ,2780            ,20-DEC-18,06339785                        ,      9.99,         1,WEST   ,        50,2018
00015547                        ,4724            ,21-DEC-18,03719138                        ,       2.5,         1,WEST   ,        50,2018
00015549                        ,0361            ,21-DEC-18,00353354                        ,         2,         2,SOUTH  ,        50,2018
00015549                        ,0361            ,21-DEC-18,06251619                        ,      5.99,         1,SOUTH  ,        50,2018
00015567                        ,1165            ,21-DEC-18,05389199                        ,       .88,         1,EAST   ,        50,2018
00015571                        ,0242            ,21-DEC-18,06671773                        ,      4.79,         1,EAST   ,        50,2018
00015580                        ,1873            ,21-DEC-18,00847496                        ,         1,         1,CENTRAL,        50,2018
00015582                        ,1448            ,21-DEC-18,02154810                        ,       1.5,         1,SOUTH  ,        50,2018
00015582                        ,1448            ,21-DEC-18,01400039                        ,     16.34,         2,SOUTH  ,        50,2018
00015584                        ,2572            ,21-DEC-18,01411513                        ,      2.97,         1,WEST   ,        50,2018
00015593                        ,1080            ,21-DEC-18,04082278                        ,       .65,         1,EAST   ,        50,2018
00015606                        ,2512            ,21-DEC-18,06717648                        ,      2.39,         1,WEST   ,        50,2018
00015608                        ,2022            ,21-DEC-18,06004795                        ,      1.39,         1,SOUTH  ,        50,2018
00015612                        ,3889            ,21-DEC-18,00089309                        ,      2.99,         1,SOUTH  ,        50,2018
00015612                        ,3889            ,21-DEC-18,00294134                        ,     16.99,         1,SOUTH  ,        50,2018
00015614                        ,0982            ,21-DEC-18,06820282                        ,      17.4,         1,EAST   ,        50,2018
00015617                        ,3785            ,21-DEC-18,00198823                        ,      3.49,         1,EAST   ,        50,2018
00015617                        ,3785            ,21-DEC-18,00254415                        ,      3.49,         1,EAST   ,        50,2018
00015617                        ,3785            ,21-DEC-18,04998338                        ,      3.49,         1,EAST   ,        50,2018
00015617                        ,3785            ,21-DEC-18,00099785                        ,      8.99,         1,EAST   ,        50,2018
00015618                        ,0060            ,21-DEC-18,00098325                        ,      1.99,         1,EAST   ,        50,2018
00015621                        ,0605            ,21-DEC-18,00095068                        ,      3.67,         1,CENTRAL,        50,2018
00015622                        ,0812            ,21-DEC-18,00306754                        ,      6.69,         1,CENTRAL,        50,2018
00015628                        ,3060            ,21-DEC-18,00098687                        ,      2.09,         1,SOUTH  ,        50,2018
00015628                        ,3060            ,21-DEC-18,04029919                        ,       2.5,         1,SOUTH  ,        50,2018
00015629                        ,3800            ,20-DEC-18,05230764                        ,      3.99,         1,CENTRAL,        50,2018
00015643                        ,4713            ,20-DEC-18,00099330                        ,      1.99,         1,SOUTH  ,        50,2018
00015651                        ,1526            ,20-DEC-18,05907368                        ,      3.98,         2,CENTRAL,        50,2018
00015663                        ,1924            ,20-DEC-18,01146771                        ,      3.34,         1,SOUTH  ,        50,2018
00015671                        ,4857            ,20-DEC-18,06542168                        ,         8,         8,CENTRAL,        50,2018
00015677                        ,2844            ,21-DEC-18,00076799                        ,       .99,         1,CENTRAL,        50,2018
00015677                        ,2844            ,21-DEC-18,00084882                        ,      2.59,         1,CENTRAL,        50,2018
00015677                        ,2844            ,21-DEC-18,00009058                        ,      3.55,         1,CENTRAL,        50,2018
00015685                        ,2762            ,21-DEC-18,06828814                        ,     11.97,         3,WEST   ,        50,2018
00015686                        ,2874            ,21-DEC-18,06753072                        ,         5,         3,CENTRAL,        50,2018
00015686                        ,2874            ,21-DEC-18,00207090                        ,      3.34,         2,CENTRAL,        50,2018
00015688                        ,3004            ,21-DEC-18,00105349                        ,      4.19,         1,SOUTH  ,        50,2018
00015693                        ,2652            ,21-DEC-18,06785369                        ,       2.5,         1,WEST   ,        50,2018
00015698                        ,0514            ,21-DEC-18,00099600                        ,      1.99,         1,CENTRAL,        50,2018
00015699                        ,4614            ,21-DEC-18,05517278                        ,      3.33,         1,WEST   ,        50,2018
00015711                        ,1567            ,21-DEC-18,00076826                        ,       1.5,         1,WEST   ,        50,2018
00015717                        ,1205            ,21-DEC-18,00098172                        ,      1.49,         1,EAST   ,        50,2018
00015729                        ,3022            ,21-DEC-18,00642557                        ,         6,         6,SOUTH  ,        50,2018
00015729                        ,3022            ,21-DEC-18,01091372                        ,      1.67,         1,SOUTH  ,        50,2018
00015734                        ,4458            ,21-DEC-18,05928257                        ,       .99,         1,SOUTH  ,        50,2018
00015734                        ,4458            ,21-DEC-18,00789046                        ,      3.49,         2,SOUTH  ,        50,2018
00015742                        ,1102            ,22-DEC-18,00375529                        ,      5.99,         1,EAST   ,        50,2018
00015747                        ,4366            ,22-DEC-18,02931273                        ,      4.59,         1,CENTRAL,        50,2018
00015748                        ,4366            ,22-DEC-18,02546319                        ,     33.98,         2,CENTRAL,        50,2018
00015756                        ,0428            ,22-DEC-18,03817318                        ,      2.99,         1,CENTRAL,        50,2018
00015756                        ,0428            ,22-DEC-18,05536735                        ,      2.99,         1,CENTRAL,        50,2018
00015764                        ,2874            ,21-DEC-18,04959919                        ,         2,         2,CENTRAL,        50,2018
00015765                        ,4778            ,22-DEC-18,00095131                        ,      2.49,         1,WEST   ,        50,2018
00015794                        ,2077            ,22-DEC-18,01411767                        ,      1.76,         1,EAST   ,        50,2018
00015802                        ,1990            ,22-DEC-18,06072685                        ,       2.5,         1,CENTRAL,        50,2018
00015802                        ,1990            ,22-DEC-18,05619868                        ,     41.94,         6,CENTRAL,        50,2018
00015810                        ,4713            ,22-DEC-18,00894011                        ,      7.14,         2,SOUTH  ,        50,2018
00015812                        ,4713            ,22-DEC-18,06842594                        ,         6,         2,SOUTH  ,        50,2018
00015819                        ,3893            ,22-DEC-18,00092796                        ,         1,         1,SOUTH  ,        50,2018
00015820                        ,1545            ,22-DEC-18,05191518                        ,      5.99,         1,WEST   ,        50,2018
00015820                        ,1545            ,22-DEC-18,01411329                        ,       8.7,         1,WEST   ,        50,2018
00015826                        ,2291            ,21-DEC-18,05200653                        ,      5.29,         1,SOUTH  ,        50,2018
00015832                        ,3474            ,22-DEC-18,06993000                        ,       2.7,         1,SOUTH  ,        50,2018
00015835                        ,0789            ,22-DEC-18,00102850                        ,      9.99,         1,CENTRAL,        50,2018
00015838                        ,1275            ,22-DEC-18,00442460                        ,       .69,         1,EAST   ,        50,2018
00015845                        ,0196            ,22-DEC-18,01088284                        ,      3.49,         1,CENTRAL,        50,2018
00015846                        ,1797            ,22-DEC-18,00008499                        ,      1.82,         1,CENTRAL,        50,2018
00015848                        ,2654            ,22-DEC-18,04387091                        ,         2,         2,WEST   ,        50,2018
00015849                        ,2575            ,22-DEC-18,06438576                        ,      2.79,         1,WEST   ,        50,2018
00015855                        ,2654            ,22-DEC-18,03068004                        ,      1.94,         2,WEST   ,        50,2018
00015869                        ,4607            ,22-DEC-18,01056879                        ,       .99,         1,WEST   ,        50,2018
00015869                        ,4607            ,22-DEC-18,00080040                        ,      1.99,         1,WEST   ,        50,2018
00015869                        ,4607            ,22-DEC-18,00093161                        ,      3.29,         1,WEST   ,        50,2018
00015869                        ,4607            ,22-DEC-18,06241414                        ,      4.99,         1,WEST   ,        50,2018
00015875                        ,1809            ,22-DEC-18,06746569                        ,       2.5,         1,SOUTH  ,        50,2018
00015888                        ,2745            ,22-DEC-18,05946011                        ,      3.99,         1,WEST   ,        50,2018
00015889                        ,4293            ,22-DEC-18,06108354                        ,     41.99,         1,SOUTH  ,        50,2018
00015890                        ,4293            ,22-DEC-18,00725455                        ,      2.59,         1,SOUTH  ,        50,2018
00015891                        ,3246            ,22-DEC-18,00101627                        ,       .99,         1,SOUTH  ,        50,2018
00015891                        ,3246            ,22-DEC-18,04004061                        ,      1.77,         1,SOUTH  ,        50,2018
00015900                        ,0992            ,23-DEC-18,06509310                        ,         5,         2,EAST   ,        51,2018
00015901                        ,0053            ,23-DEC-18,00008554                        ,         4,        10,EAST   ,        51,2018
00015904                        ,2442            ,23-DEC-18,00008494                        ,      4.03,         2,WEST   ,        51,2018
00015910                        ,4057            ,23-DEC-18,00094045                        ,      1.58,         2,EAST   ,        51,2018
00015913                        ,0210            ,23-DEC-18,06452467                        ,      2.69,         1,EAST   ,        51,2018
00015913                        ,0210            ,23-DEC-18,01442835                        ,      3.79,         1,EAST   ,        51,2018
00015913                        ,0210            ,23-DEC-18,06656262                        ,     31.96,         4,EAST   ,        51,2018
00015917                        ,4974            ,23-DEC-18,06134640                        ,      2.99,         1,CENTRAL,        51,2018
00015921                        ,3819            ,23-DEC-18,00099323                        ,      2.79,         1,SOUTH  ,        51,2018
00015932                        ,1526            ,23-DEC-18,00746242                        ,      2.67,         1,CENTRAL,        51,2018
00015934                        ,0060            ,23-DEC-18,00085905                        ,       .79,         1,EAST   ,        51,2018
00015934                        ,0060            ,23-DEC-18,05295704                        ,       1.5,         1,EAST   ,        51,2018
00015943                        ,0779            ,23-DEC-18,00096970                        ,      1.69,         1,CENTRAL,        51,2018
00015946                        ,1916            ,23-DEC-18,00082529                        ,      1.99,         1,WEST   ,        51,2018
00015951                        ,1924            ,23-DEC-18,00383576                        ,      2.29,         1,SOUTH  ,        51,2018
00015967                        ,4420            ,23-DEC-18,06922403                        ,      3.99,         1,EAST   ,        51,2018
00015971                        ,2022            ,23-DEC-18,00559361                        ,         6,         4,SOUTH  ,        51,2018
00015974                        ,4453            ,23-DEC-18,00629323                        ,      2.99,         1,SOUTH  ,        51,2018
00015983                        ,3523            ,23-DEC-18,00761845                        ,         5,         3,SOUTH  ,        51,2018
00015984                        ,3523            ,23-DEC-18,00008436                        ,      1.42,         1,SOUTH  ,        51,2018
00015993                        ,2512            ,23-DEC-18,01079799                        ,         2,         1,WEST   ,        51,2018
00015995                        ,2512            ,23-DEC-18,04853836                        ,         1,         1,WEST   ,        51,2018
00016010                        ,3889            ,23-DEC-18,00970665                        ,      3.79,         1,SOUTH  ,        51,2018
00016011                        ,1290            ,23-DEC-18,00679856                        ,         1,         1,CENTRAL,        51,2018
00016024                        ,0184            ,23-DEC-18,04301355                        ,       1.5,         1,EAST   ,        51,2018
00016024                        ,0184            ,23-DEC-18,00089775                        ,      1.89,         1,EAST   ,        51,2018
00016026                        ,3842            ,23-DEC-18,00098219                        ,      2.99,         1,SOUTH  ,        51,2018
00016028                        ,1270            ,23-DEC-18,00760802                        ,      5.99,         1,CENTRAL,        51,2018
00016038                        ,3582            ,23-DEC-18,00386600                        ,      4.49,         1,SOUTH  ,        51,2018
00016046                        ,4414            ,23-DEC-18,00760635                        ,      1.99,         1,CENTRAL,        51,2018
00016051                        ,1492            ,23-DEC-18,03950912                        ,      2.67,         1,EAST   ,        51,2018
00016051                        ,1492            ,23-DEC-18,06342362                        ,      3.62,         1,EAST   ,        51,2018
00016069                        ,2322            ,23-DEC-18,06134707                        ,      2.99,         1,WEST   ,        51,2018
00016071                        ,2375            ,23-DEC-18,06785463                        ,      4.49,         1,WEST   ,        51,2018
00016078                        ,3014            ,24-DEC-18,06810215                        ,      4.19,         1,SOUTH  ,        51,2018
00016080                        ,4457            ,24-DEC-18,00635865                        ,      1.99,         1,SOUTH  ,        51,2018
00016081                        ,4904            ,24-DEC-18,00761184                        ,         3,         1,CENTRAL,        51,2018
00016081                        ,4904            ,24-DEC-18,00750075                        ,      3.49,         1,CENTRAL,        51,2018
00016090                        ,4836            ,24-DEC-18,00096157                        ,      1.59,         1,SOUTH  ,        51,2018
00016090                        ,4836            ,24-DEC-18,00086361                        ,       2.5,         1,SOUTH  ,        51,2018
00016100                        ,0692            ,24-DEC-18,06512573                        ,      9.14,         2,CENTRAL,        51,2018
00016104                        ,4713            ,24-DEC-18,06924938                        ,       .99,         1,SOUTH  ,        51,2018
00016105                        ,3603            ,24-DEC-18,00009210                        ,      2.63,         1,SOUTH  ,        51,2018
00016115                        ,4218            ,24-DEC-18,05821941                        ,      4.19,         1,EAST   ,        51,2018
00016115                        ,4218            ,24-DEC-18,00761331                        ,      5.49,         1,EAST   ,        51,2018
00016122                        ,1786            ,24-DEC-18,00972183                        ,      8.98,         2,WEST   ,        51,2018
00016131                        ,3186            ,24-DEC-18,03946893                        ,      1.44,         1,CENTRAL,        51,2018
00016138                        ,4879            ,24-DEC-18,00930793                        ,      1.98,         2,CENTRAL,        51,2018
00016138                        ,4879            ,24-DEC-18,00084707                        ,      2.19,         1,CENTRAL,        51,2018
00016138                        ,4879            ,24-DEC-18,05307271                        ,      2.99,         1,CENTRAL,        51,2018
00016140                        ,1015            ,24-DEC-18,00097219                        ,         2,         2,EAST   ,        51,2018
00016158                        ,0779            ,24-DEC-18,03678554                        ,      3.59,         1,CENTRAL,        51,2018
00016166                        ,3551            ,24-DEC-18,00100940                        ,         5,         2,SOUTH  ,        51,2018
00016174                        ,1473            ,24-DEC-18,00100944                        ,      1.88,         1,WEST   ,        51,2018
00016174                        ,1473            ,24-DEC-18,02895687                        ,      3.16,         4,WEST   ,        51,2018
00016174                        ,1473            ,24-DEC-18,04766960                        ,      6.99,         1,WEST   ,        51,2018
00016183                        ,2607            ,24-DEC-18,00789844                        ,       .89,         1,WEST   ,        51,2018
00016192                        ,1265            ,24-DEC-18,00550374                        ,      2.99,         1,EAST   ,        51,2018
00016201                        ,4725            ,24-DEC-18,00101786                        ,      1.49,         1,CENTRAL,        51,2018
00016202                        ,3614            ,24-DEC-18,01202464                        ,         3,         1,SOUTH  ,        51,2018
00016206                        ,1492            ,24-DEC-18,00008487                        ,      1.18,         2,EAST   ,        51,2018
00016207                        ,4146            ,24-DEC-18,05581569                        ,         2,         1,WEST   ,        51,2018
00016207                        ,4146            ,24-DEC-18,00277857                        ,      2.99,         1,WEST   ,        51,2018
00016209                        ,3246            ,24-DEC-18,05811388                        ,      2.99,         1,SOUTH  ,        51,2018
00016214                        ,0682            ,24-DEC-18,00986053                        ,       3.5,         1,CENTRAL,        51,2018
00016244                        ,0575            ,24-DEC-18,01411754                        ,       4.8,         1,CENTRAL,        51,2018
00016262                        ,4171            ,24-DEC-18,00124622                        ,      1.54,         2,EAST   ,        51,2018
00016286                        ,1495            ,26-DEC-18,00762717                        ,      2.59,         1,CENTRAL,        51,2018
00016287                        ,4836            ,26-DEC-18,00103507                        ,      3.49,         1,SOUTH  ,        51,2018
00016295                        ,0632            ,26-DEC-18,00207125                        ,         2,         1,CENTRAL,        51,2018
00016298                        ,1034            ,26-DEC-18,00092859                        ,      2.29,         1,EAST   ,        51,2018
00016299                        ,3111            ,26-DEC-18,04505806                        ,      2.99,         1,SOUTH  ,        51,2018
00016305                        ,1448            ,26-DEC-18,05806274                        ,     19.11,         3,SOUTH  ,        51,2018
00016307                        ,3784            ,26-DEC-18,06265686                        ,       1.5,         1,CENTRAL,        51,2018
00016310                        ,3904            ,26-DEC-18,00084775                        ,      1.99,         1,EAST   ,        51,2018
00016331                        ,2707            ,26-DEC-18,04960255                        ,      3.15,         1,EAST   ,        51,2018
00016339                        ,2531            ,27-DEC-18,05942591                        ,      4.99,         1,WEST   ,        51,2018
00016341                        ,0514            ,27-DEC-18,02273973                        ,      4.29,         1,CENTRAL,        51,2018
00016359                        ,3523            ,27-DEC-18,05107300                        ,      7.49,         1,SOUTH  ,        51,2018
00016363                        ,1795            ,27-DEC-18,00008716                        ,         1,        10,WEST   ,        51,2018
00016368                        ,3243            ,27-DEC-18,00008512                        ,       .85,         1,SOUTH  ,        51,2018
00016389                        ,4809            ,26-DEC-18,00385308                        ,       2.5,         1,CENTRAL,        51,2018
00016392                        ,1545            ,26-DEC-18,00099594                        ,      1.59,         1,WEST   ,        51,2018
00016394                        ,2436            ,26-DEC-18,05693915                        ,     16.59,         1,WEST   ,        51,2018
00016407                        ,1241            ,27-DEC-18,00143833                        ,      2.49,         1,EAST   ,        51,2018
00016411                        ,4614            ,27-DEC-18,00790135                        ,      3.29,         1,WEST   ,        51,2018
00016422                        ,2345            ,27-DEC-18,01339916                        ,     16.68,         2,WEST   ,        51,2018
00016423                        ,0183            ,27-DEC-18,03974217                        ,      2.49,         1,EAST   ,        51,2018
00016427                        ,1433            ,27-DEC-18,00761846                        ,       .77,         1,WEST   ,        51,2018
00016429                        ,4057            ,27-DEC-18,00207467                        ,      1.25,         1,EAST   ,        51,2018
00016431                        ,4126            ,27-DEC-18,00147245                        ,       7.5,         3,CENTRAL,        51,2018
00016436                        ,1192            ,27-DEC-18,00006583                        ,      3.71,         1,EAST   ,        51,2018
00016461                        ,2391            ,27-DEC-18,00710013                        ,      1.79,         1,WEST   ,        51,2018
00016465                        ,1245            ,27-DEC-18,00086022                        ,      2.69,         1,EAST   ,        51,2018
00016469                        ,3993            ,28-DEC-18,00709833                        ,         5,         2,WEST   ,        51,2018
00016487                        ,2844            ,28-DEC-18,00087702                        ,      3.49,         1,CENTRAL,        51,2018
00016489                        ,2175            ,28-DEC-18,00087931                        ,      1.69,         1,WEST   ,        51,2018
00016489                        ,2175            ,28-DEC-18,02489328                        ,      1.99,         1,WEST   ,        51,2018
00016489                        ,2175            ,28-DEC-18,00750086                        ,      3.49,         1,WEST   ,        51,2018
00016505                        ,4745            ,28-DEC-18,00093161                        ,      1.99,         1,WEST   ,        51,2018
00016506                        ,2066            ,28-DEC-18,05426113                        ,      7.99,         1,CENTRAL,        51,2018
00016512                        ,3022            ,28-DEC-18,00789871                        ,       2.5,         2,SOUTH  ,        51,2018
00016512                        ,3022            ,28-DEC-18,00678805                        ,      3.48,         2,SOUTH  ,        51,2018
00016526                        ,1015            ,26-DEC-18,00009193                        ,       .73,         1,EAST   ,        51,2018
00016538                        ,0991            ,27-DEC-18,06776286                        ,       2.5,         1,EAST   ,        51,2018
00016545                        ,3842            ,28-DEC-18,06828785                        ,      1.99,         1,SOUTH  ,        51,2018
00016545                        ,3842            ,28-DEC-18,04144111                        ,     37.99,         1,SOUTH  ,        51,2018
00016546                        ,0184            ,28-DEC-18,05967567                        ,      7.99,         1,EAST   ,        51,2018
00016576                        ,1080            ,28-DEC-18,01411454                        ,      5.79,         1,EAST   ,        51,2018
00016581                        ,3267            ,28-DEC-18,00088731                        ,      1.99,         1,SOUTH  ,        51,2018
00016584                        ,4713            ,28-DEC-18,00095261                        ,      4.49,         1,SOUTH  ,        51,2018
00016590                        ,2555            ,28-DEC-18,06310436                        ,      6.99,         1,WEST   ,        51,2018
00016597                        ,1102            ,29-DEC-18,05091590                        ,      5.92,         2,EAST   ,        51,2018
00016604                        ,2442            ,29-DEC-18,00008436                        ,      1.57,         1,WEST   ,        51,2018
00016609                        ,0308            ,29-DEC-18,00095646                        ,       .45,         1,EAST   ,        51,2018
00016612                        ,4183            ,29-DEC-18,00086012                        ,      1.99,         1,WEST   ,        51,2018
00016615                        ,1545            ,28-DEC-18,00777982                        ,      1.67,         1,WEST   ,        51,2018
00016615                        ,1545            ,28-DEC-18,02221555                        ,     17.99,         1,WEST   ,        51,2018
00016619                        ,0789            ,29-DEC-18,00008507                        ,       .93,         1,CENTRAL,        51,2018
00016624                        ,3785            ,29-DEC-18,00103119                        ,      3.99,         1,EAST   ,        51,2018
00016633                        ,1082            ,29-DEC-18,00138023                        ,       2.5,         1,EAST   ,        51,2018
00016637                        ,1949            ,29-DEC-18,00008495                        ,      1.25,         1,WEST   ,        51,2018
00016637                        ,1949            ,29-DEC-18,00007592                        ,       1.9,         1,WEST   ,        51,2018
00016637                        ,1949            ,29-DEC-18,05023332                        ,      3.69,         1,WEST   ,        51,2018
00016638                        ,0401            ,29-DEC-18,00091860                        ,      1.25,         1,CENTRAL,        51,2018
00016638                        ,0401            ,29-DEC-18,00091846                        ,      1.69,         1,CENTRAL,        51,2018
00016641                        ,1275            ,29-DEC-18,06583386                        ,       1.2,         2,EAST   ,        51,2018
00016645                        ,4126            ,29-DEC-18,00087772                        ,      3.59,         1,CENTRAL,        51,2018
00016650                        ,3820            ,29-DEC-18,02273793                        ,     19.96,         1,CENTRAL,        51,2018
00016652                        ,2512            ,29-DEC-18,06843616                        ,       .99,         1,WEST   ,        51,2018
00016664                        ,0992            ,29-DEC-18,00770773                        ,      2.99,         1,EAST   ,        51,2018
00016668                        ,1270            ,29-DEC-18,00709859                        ,      5.49,         1,CENTRAL,        51,2018
00016670                        ,2541            ,29-DEC-18,06836325                        ,         1,         1,WEST   ,        51,2018
00016675                        ,1554            ,29-DEC-18,06050507                        ,       .69,         1,EAST   ,        51,2018
00016676                        ,4987            ,29-DEC-18,00088237                        ,      3.98,         2,CENTRAL,        51,2018
00016678                        ,4836            ,30-DEC-18,06459230                        ,      2.77,         1,SOUTH  ,        52,2018
00016681                        ,3442            ,30-DEC-18,00098846                        ,      2.29,         1,SOUTH  ,        52,2018
00016682                        ,2150            ,30-DEC-18,00006583                        ,       1.5,         1,EAST   ,        52,2018
00016684                        ,0991            ,30-DEC-18,00006583                        ,       2.2,         1,EAST   ,        52,2018
00016689                        ,3411            ,30-DEC-18,00095040                        ,       1.5,         1,SOUTH  ,        52,2018
00016689                        ,3411            ,30-DEC-18,00761850                        ,      1.67,         1,SOUTH  ,        52,2018
00016689                        ,3411            ,30-DEC-18,01139845                        ,     12.99,         1,SOUTH  ,        52,2018
00016697                        ,2512            ,30-DEC-18,00091953                        ,      4.99,         1,WEST   ,        52,2018
00016701                        ,4171            ,30-DEC-18,06874671                        ,         2,         2,EAST   ,        52,2018
00016704                        ,3582            ,30-DEC-18,06289061                        ,     10.99,         1,SOUTH  ,        52,2018
00016712                        ,1916            ,30-DEC-18,00094269                        ,       1.5,         1,WEST   ,        52,2018
00016717                        ,4857            ,30-DEC-18,00091216                        ,      2.69,         1,CENTRAL,        52,2018
00016719                        ,4457            ,30-DEC-18,00086214                        ,      1.99,         1,SOUTH  ,        52,2018
00016722                        ,0631            ,29-DEC-18,05340648                        ,      1.99,         1,CENTRAL,        51,2018
00016729                        ,1895            ,29-DEC-18,06452349                        ,      4.99,         1,EAST   ,        51,2018
00016732                        ,1699            ,29-DEC-18,00441401                        ,      2.99,         1,EAST   ,        51,2018
00016736                        ,1241            ,29-DEC-18,01042418                        ,      3.69,         1,EAST   ,        51,2018
00016737                        ,1526            ,29-DEC-18,01084613                        ,      9.98,         2,CENTRAL,        51,2018
00016740                        ,3964            ,28-DEC-18,00554484                        ,       .99,         1,WEST   ,        51,2018
00016742                        ,1647            ,29-DEC-18,06110428                        ,       1.5,         1,WEST   ,        51,2018
00016742                        ,1647            ,29-DEC-18,00512354                        ,      3.29,         1,WEST   ,        51,2018
00016742                        ,1647            ,29-DEC-18,06738811                        ,      3.99,         1,WEST   ,        51,2018
00016742                        ,1647            ,29-DEC-18,06995302                        ,      8.25,         1,WEST   ,        51,2018
00016743                        ,0984            ,29-DEC-18,00100894                        ,        .8,         2,EAST   ,        51,2018
00016757                        ,0401            ,29-DEC-18,00096238                        ,      1.49,         1,CENTRAL,        51,2018
00016762                        ,4604            ,30-DEC-18,00099497                        ,      1.99,         1,WEST   ,        52,2018
00016768                        ,0196            ,30-DEC-18,05306723                        ,     10.98,         2,CENTRAL,        52,2018
